metabolite,tissue,estimate_trt_(Intercept),estimate_trt_trtlive,estimate_trt_genotypeR500,estimate_trt_trtlive:genotypeR500,p.value_trt_trtlive,p.value_trt_genotypeR500,p.value_trt_trtlive:genotypeR500,estimate_leaf_(Intercept),estimate_leaf_value_scale,p.value_leaf_value_scale,FDR_trt_trtlive,FDR_trt_genotypeR500,FDR_trt_trtlive:genotypeR500,FDR_leaf_value_scale,sig.both
UDP-N-acetylglucosamine,root,461.16666666666674,-36.36666666666666,-96.41666666666659,89.11666666666652,0.7429799386677284,0.26150456730565086,0.5588455818248071,0.04927380441224176,0.060643992287743496,0.7207805424164877,0.8529732281440479,0.37116777294995607,0.863856866108286,0.8842167163694987,FALSE
tyrosine,root,77780.58333333334,-14372.783333333344,-18007.91666666667,16479.116666666672,0.23559331854906565,0.057120228525383523,0.3199338111937915,0.04927380441224172,-0.27039932436923775,0.10425137997736493,0.44111089430463357,0.14411727702034402,0.7233535502375947,0.5617796625240642,FALSE
tryptophan,root,13048.166666666662,2872.4333333333293,12956.333333333332,-6552.099999999986,0.6721369126332353,0.01739130284480864,0.4827885786112228,0.04927380441224176,-0.09734509327594566,0.5655515126671198,0.8177028121722638,0.06376811043096502,0.8170268253420694,0.869825125736269,FALSE
tocopherol alpha-,root,701.75,-334.5499999999995,-193.08333333333314,250.71666666666604,0.11495194162093585,0.23148277219022279,0.38247892842310505,0.049273804412241766,-0.19009952852829892,0.2583387644227832,0.3133464393987417,0.34795424666080793,0.7397394659611702,0.7217082942604737,FALSE
thymine,root,1393.4166666666663,-820.8166666666665,-568.8333333333333,499.7333333333326,0.01674795480435603,0.02931116571068184,0.27039924846485774,0.04927380441224184,-0.32070127407379423,0.05195587205903175,0.12347657667889585,0.09920702240538469,0.7109963955734189,0.3810097284328995,FALSE
threonine,root,38792.24999999999,12472.15000000001,1561.9166666666704,-18207.483333333337,0.32578795288595985,0.8715520916286135,0.2962612551741728,0.049273804412241745,-0.100527021374991,0.5528475541294862,0.5203713121823988,0.8815699317622758,0.7109963955734189,0.869825125736269,FALSE
threonic acid,root,208922.8333333334,-186654.03333333333,-182679.5,172330.53333333324,3.0155231149621415e-4,1.2378387764062625e-5,0.010146265756091032,0.04927380441224176,-0.2883577264314261,0.0823020267959182,0.015797295098622523,2.1785962464750222e-4,0.4564598824969486,0.517327025574343,FALSE
tagatose,root,1466.7500000000002,-330.7499999999999,-298.9999999999998,73.33333333333283,0.32818872529685383,0.25054388810320544,0.8734950162650816,0.049273804412241766,-0.222784537623809,0.18363405545204212,0.5203713121823988,0.3644274736046625,0.9489822398929282,0.654634878888337,FALSE
sucrose,root,145626.50000000006,169449.2999999999,421900.91666666657,107511.45000000001,0.5480143160757858,0.05761175415477634,0.7806622866732054,0.049273804412241745,0.19105708515257955,0.25590030425484245,0.7305423738035279,0.14411727702034402,0.9220910356795772,0.7217082942604737,FALSE
succinic acid,root,104180.25000000003,-33083.45,-73582.50000000001,38333.86666666664,0.036191361747063035,4.5482653007166086e-7,0.07396240149123363,0.04927380441224176,0.06553247569112808,0.6992812802162314,0.18734351963185572,2.001236732315308e-5,0.6084790183102331,0.8842167163694987,FALSE
stigmasterol,root,578.9166666666669,-255.71666666666667,-114.41666666666652,169.0499999999997,0.11396112193791476,0.3500149681749051,0.43914487537492153,0.04927380441224176,-0.0037580342551660753,0.9823467241189209,0.3133464393987417,0.45631581036135777,0.7967989491338783,0.9879601339710291,FALSE
stearic acid,root,407361.75,-215383.54999999996,-152641.16666666672,168134.4666666666,0.026505996428361992,0.039234362854902394,0.19466855270524017,0.049273804412241745,-0.09623208162959689,0.5700265940788585,0.158021126737358,0.11631770201715466,0.7109963955734189,0.869825125736269,FALSE
spermidine,root,561.5833333333334,-245.58333333333323,-104.99999999999989,192.49999999999972,0.2144636710186654,0.4851503191765896,0.4744503544461808,0.04927380441224174,-0.2911465383154884,0.07924117022669606,0.43469375805140775,0.5895323995815188,0.8124404343214026,0.517327025574343,FALSE
sinapinic acid,root,783.9166666666666,178.08333333333337,-356.24999999999994,-133.5833333333334,0.5008563832302539,0.08545959661809269,0.7121364180813545,0.049273804412241745,0.09816670418011429,0.5622584286632759,0.6780824880655746,0.18137986276948895,0.8961933152917091,0.869825125736269,FALSE
shikimic acid,root,15182.750000000002,4051.8499999999976,-5991.250000000002,1265.6500000000005,0.07077760786473952,0.00107259881082185,0.6730318374633859,0.04927380441224172,0.4767788191705018,0.0026583766790167235,0.27080128226509037,0.0075510956281858235,0.8953560077432499,0.09357485910138867,FALSE
serine,root,130104.33333333334,34928.66666666666,-19377.33333333336,-45401.16666666663,0.2309884397403275,0.38362136464480634,0.25588976953727866,0.04927380441224176,0.046872457460462626,0.7824395481895079,0.43713941284191016,0.4928274465509921,0.7109963955734189,0.8884474869764735,FALSE
saccharic acid,root,1234.9999999999998,25.000000000000053,-77.99999999999999,-119.66666666666659,0.917469137788226,0.673784290529663,0.7179730537280169,0.049273804412241745,0.11980941580787506,0.4788508832485424,0.9735320313310721,0.7365592244299423,0.8961933152917091,0.869825125736269,FALSE
ribose,root,263171.66666666674,-113456.46666666669,-109804.0000000001,98455.96666666667,0.00219595586707446,2.0081386557564828e-4,0.04281979367633641,0.04927380441224177,-0.33216657810204137,0.04364970998138756,0.030120843868039947,0.0019635133522952278,0.4564598824969486,0.3810097284328995,FALSE
ribonic acid,root,874.7499999999998,14.449999999999871,259.16666666666674,-54.0333333333331,0.9474247642285727,0.1302009387734081,0.8574037037160495,0.04927380441224176,0.08707062730686034,0.6074588091468903,0.9983970625375749,0.2408000921857595,0.9464302879588874,0.869825125736269,FALSE
ribitol,root,3163.5,-643.5000000000003,838.6666666666669,872.1666666666664,0.35891498088869045,0.12369173523692034,0.36469437264904103,0.04927380441224176,-0.02536389725610202,0.8812655840700363,0.5590180233310577,0.2315930361882764,0.7368683071998261,0.9332225860607619,FALSE
raffinose,root,4990.916666666653,55.08333333333643,26211.583333333336,-5923.583333333328,0.9971939618217684,0.035415654343896485,0.7829432511328396,0.04927380441224176,0.11450158554449007,0.4986905712809616,0.998683384612152,0.11217257123465069,0.9220910356795772,0.869825125736269,FALSE
quinic acid,root,2995.0000000000005,-471.6000000000001,-2451,356.4333333333331,0.2999615521882706,4.988927764963759e-8,0.5656366993998344,0.04927380441224176,-0.192460380729556,0.2523543855054534,0.4980493696710908,2.926837622112072e-6,0.8656700790814857,0.7217082942604737,FALSE
pyruvic acid,root,48314.08333333336,-20796.083333333347,-14525.416666666682,26550.41666666668,0.14462333492862728,0.1827340844877895,0.1736456157918945,0.04927380441224174,-0.18488498417674148,0.271886861781785,0.3636243849634057,0.29047714480841835,0.6702569105991572,0.736185964209141,FALSE
pyrrole-2-carboxylic acid,root,5598.666666666664,-3725.4666666666626,4320.166666666667,-3980.5333333333333,0.3150428313480975,0.13271368717056065,0.4324774555044004,0.049273804412241745,-0.23978778028175418,0.15148865777896803,0.5086930120850015,0.2408000921857595,0.7967989491338783,0.6009590019062516,FALSE
putrescine,root,23406.83333333334,-13832.233333333332,-9166.08333333334,6726.649999999999,0.021231394529247462,0.044254439882734774,0.39626037975196404,0.04927380441224176,-0.3600647401713836,0.02783743173261403,0.14946901748590213,0.12215013729073573,0.7580633351776703,0.36072306635964907,FALSE
"propane-1,3-diol NIST",root,6930.499999999998,-3209.8999999999965,-2386.5833333333326,1786.816666666662,0.22722628261778133,0.24142592439881255,0.6207137222534358,0.049273804412241745,-0.08739965463025415,0.6060965143138293,0.43469375805140775,0.35409135578492507,0.8851647815339325,0.869825125736269,FALSE
proline,root,579659.2499999988,-313448.04999999877,1949468.5000000002,-1820220.6999999995,0.714823914507666,0.005421518915180317,0.1287336327512564,0.04927380441224174,-0.42948403698118925,0.007612121571940058,0.8439100419223454,0.027262495116335307,0.6084790183102331,0.16746667458268127,FALSE
phytol,root,870.5833333333334,-294.58333333333337,-173.16666666666663,69.66666666666657,0.1914960359327844,0.3140181125912011,0.8194711857722945,0.04927380441224176,-0.03939917671142374,0.8164808253749808,0.43326692879259276,0.4218869298935221,0.9304963141672505,0.9139773789496213,FALSE
phosphate,root,78763,169763.9999999999,66122.41666666667,-13302.249999999909,0.016837715001667617,0.20896654772621617,0.886198626121387,0.04927380441224176,0.3417814211849296,0.037539930365941804,0.12347657667889585,0.3170526931018452,0.9514336227694516,0.36072306635964907,FALSE
phenylpyruvate,root,5008.916666666668,-3464.7166666666667,-3650.2500000000014,3326.049999999999,0.26915767653036005,0.1323530069074864,0.4371007892952885,0.049273804412241766,-0.04461601913739854,0.7926790472006182,0.4830350073165523,0.2408000921857595,0.7967989491338783,0.8943045660724923,FALSE
phenylethylamine,root,41482.33333333333,16841.266666666666,-14400.916666666666,-19283.183333333327,0.20689690472631664,0.16066737127055242,0.2903059712800583,0.04927380441224176,-0.1436021024462901,0.39519830041701676,0.43360598535142786,0.27453842081181773,0.7109963955734189,0.8182929514517053,FALSE
phenylalanine,root,47103.91666666667,-154.3166666666701,-12645.750000000013,3897.650000000013,0.9857842139178943,0.0642096691780016,0.7431176180976999,0.04927380441224176,-0.10429442603882422,0.5379809548496222,0.9983970625375749,0.15480687363463397,0.9019910398978979,0.869825125736269,FALSE
phenol,root,2035.6666666666663,-1055.0666666666664,-643.0000000000002,739.7333333333329,0.08612865534656047,0.1689328785912486,0.37201198866966323,0.04927380441224174,-0.11668231866626459,0.4904893333061813,0.28071561742582674,0.2828452696319887,0.7368683071998261,0.869825125736269,FALSE
pentitol,root,1054.1666666666667,-484.766666666667,-383.4166666666669,559.0166666666669,0.0099516405927883,0.008059350180052004,0.02783416347408519,0.04927380441224176,0.03025398845121719,0.858585386136449,0.08725717134022386,0.03732751662339876,0.4564598824969486,0.9332225860607619,FALSE
pelargonic acid,root,8764.16666666667,-4871.566666666667,-5320.583333333334,4494.483333333331,0.0975272921961991,0.020936877149845552,0.2593741700078168,0.049273804412241745,0.08340674443346291,0.6227157150157381,0.2959448866643283,0.0752018444565881,0.7109963955734189,0.869825125736269,FALSE
palmitic acid,root,88271.66666666666,-43661.66666666666,-32057.666666666682,32254.16666666666,0.03214261352974273,0.03965376205130273,0.23616688748486916,0.04927380441224177,-0.09608140963007374,0.570633635527594,0.17678437441358502,0.11631770201715466,0.7109963955734189,0.869825125736269,FALSE
oxoproline,root,1146713.4166666667,-267143.81666666653,-301752.66666666657,65816.23333333297,0.07011716581153367,0.009554177032703098,0.738497423953212,0.04927380441224176,-0.08515346415012066,0.6154223389686153,0.27080128226509037,0.04101305262818891,0.9019910398978979,0.869825125736269,FALSE
ornithine,root,21374.50000000001,17267.5,-12911.583333333343,-13539.083333333332,7.849586318744703e-4,0.0010117737296505603,0.04145155297950295,0.04927380441224176,0.33946930119190305,0.03894169466382575,0.015797295098622523,0.007419674017437442,0.4564598824969486,0.36072306635964907,FALSE
oleic acid,root,1070.083333333333,-375.6833333333333,-416.50000000000006,400.7666666666663,0.06404611861396874,0.009248851579736343,0.1454973322973878,0.04927380441224176,-0.11928362410603055,0.4807976602905333,0.262142252931593,0.04069494695083991,0.6245739142522013,0.869825125736269,FALSE
octanol NIST,root,2859.25,-1434.8500000000001,-1286.8333333333337,1288.4333333333327,0.08318581825984603,0.04458771314565571,0.25024220325739394,0.04927380441224176,-0.06152251582269171,0.7169007383047177,0.28029415358462134,0.12215013729073573,0.7109963955734189,0.8842167163694987,FALSE
octadecanol,root,1817.0833333333337,-849.6833333333329,-917.5833333333333,586.6833333333326,0.05484345652301935,0.008512437155252767,0.32303312926952443,0.04927380441224176,0.03852135355059954,0.8205024197388646,0.23976931168777227,0.03841510100832018,0.7233535502375947,0.9139773789496213,FALSE
nicotinamide,root,4634.333333333334,-262.93333333333334,-1027.6666666666665,383.59999999999957,0.6141468901165981,0.014308407109471517,0.5919833221214391,0.04927380441224176,-0.024901619382293908,0.8834147246040287,0.7947783283861858,0.054733499343449565,0.8782388301829357,0.9332225860607619,FALSE
N-acetylornithine,root,1227.7500000000002,-477.3500000000001,-381.83333333333366,536.2666666666667,0.054104527365163524,0.045112266613055806,0.11126835667395392,0.04927380441224177,-0.2569647380745441,0.12337707211002161,0.23976931168777227,0.12215013729073573,0.6084790183102331,0.5617796625240642,FALSE
N-acetylmannosamine,root,6736.249999999999,-1272.6499999999996,-3734.166666666669,1813.8999999999992,0.13672492032033357,1.9110967810952894e-6,0.12264707875895443,0.04927380441224176,0.0244530371556094,0.885500976546291,0.3591579996474434,6.06403168405105e-5,0.6084790183102331,0.9332225860607619,FALSE
n-acetyl-d-hexosamine,root,12411.083333333332,2774.3166666666607,1196.0833333333303,190.3500000000083,0.48400188291908497,0.6932151681004242,0.9719677746944346,0.04927380441224177,0.18075616773124073,0.2829372637860619,0.6603436542151857,0.7531226517634237,0.9888227072035866,0.754499370096165,FALSE
myristic acid,root,2031.2500000000005,-734.4499999999999,-974.4999999999998,675.1999999999992,0.04190992224282589,9.01929860131458e-4,0.16499515641899554,0.04927380441224176,0.05239021751821252,0.7575546512188599,0.20489295318714879,0.006901724147092897,0.6599806256759821,0.8853334064232802,FALSE
myo-inositol,root,355967.2499999999,66071.15000000007,225135.66666666666,48987.76666666675,0.7010696374727547,0.09515080589044443,0.8355188338218374,0.04927380441224176,0.09086207839254998,0.5918406527254019,0.8393758924843866,0.19248898662894506,0.9426366330297653,0.869825125736269,FALSE
mucic acid,root,1251.25,545.1500000000002,-95.33333333333336,-684.3999999999997,0.06730082431193951,0.66849426275482,0.09267000796491806,0.04927380441224174,0.260973357098939,0.11741605073628467,0.26920329724775804,0.7353436890303021,0.6084790183102331,0.5617796625240642,FALSE
methyl O-D-galactopyranoside,root,12732.999999999998,-6390.7999999999965,-6488.916666666663,3812.883333333326,0.27065074122109195,0.14768923510754647,0.6291715933120308,0.04927380441224174,0.23382922235209605,0.16225078742813814,0.4830350073165523,0.26255864019119374,0.8851647815339325,0.6207856214641807,FALSE
methionine sulfoxide,root,2725.583333333333,151.2166666666668,-602.5,-223.8000000000001,0.6736756123010128,0.03472966362553026,0.6497192428657987,0.04927380441224174,0.08153304493246331,0.6305787181219934,0.8177028121722638,0.11217257123465069,0.8935289526580622,0.8738728692084318,FALSE
methionine,root,27236.499999999996,165.29999999999853,-7629.583333333343,-45.38333333332694,0.9766532603609386,0.08564505148806976,0.9953273669933486,0.0492738044122417,-0.2604673587850712,0.11815637319853388,0.9983970625375749,0.18137986276948895,0.9953273669933486,0.5617796625240642,FALSE
methanolphosphate,root,61473.16666666668,30114.833333333296,19011.66666666667,3887.0000000000264,0.15350223215397427,0.2375801366867757,0.891410799038229,0.049273804412241815,0.22911655399907005,0.17114419770399675,0.3797811906396252,0.3513790256880044,0.9514336227694516,0.6275287249146547,FALSE
melibiose,root,405.5000000000002,-186.10000000000022,143.0000000000001,455.76666666666665,0.20044834638362802,0.19962730552316732,0.026190689045628265,0.049273804412241766,-0.2407089572348609,0.14987229592033657,0.43360598535142786,0.30819654186032847,0.4564598824969486,0.6009590019062516,FALSE
melezitose,root,570.3333333333331,-339.93333333333305,142.25000000000006,14.683333333333008,0.0750537944930491,0.3226599317785217,0.9541260084184366,0.049273804412241745,-0.3506595545265446,0.03253279436901105,0.28029415358462134,0.43021324237136227,0.9820244297172213,0.36072306635964907,FALSE
maltotriose,root,652.0833333333329,-350.28333333333285,495.2500000000002,-416.05000000000024,0.6639295282568112,0.4248527112345809,0.7066983597082896,0.04927380441224176,0.04713516917557768,0.781249685545215,0.8177028121722638,0.5341005512663303,0.8961933152917091,0.8884474869764735,FALSE
maltose,root,22203.916666666657,-2550.7166666666617,-5090.666666666666,-5015.200000000004,0.7511980134223148,0.4115447460051954,0.6498392382967725,0.04927380441224176,-0.048271428310888445,0.776109043809459,0.8529732281440479,0.5210926280353553,0.8935289526580622,0.8884474869764735,FALSE
malonic acid,root,671.7499999999997,-276.3499999999998,-23.083333333333364,113.34999999999985,0.11290758345282155,0.8601278337649662,0.6291613351579075,0.04927380441224172,-0.24685558622442164,0.13940688791021222,0.3133464393987417,0.8777814225146153,0.8851647815339325,0.5984295676145696,FALSE
malic acid,root,2184944.6666666665,73415.13333333317,-213041.5833333334,515181.6166666664,0.8342306960356496,0.4306444787596698,0.28871023694809755,0.049273804412241724,0.2723497431601131,0.10167282207773604,0.9211436217498683,0.5375420444092333,0.7109963955734189,0.5617796625240642,FALSE
maleimide,root,1606.4166666666672,-230.81666666666666,-426.7499999999999,206.48333333333304,0.41931852915623835,0.057456791349574064,0.5973642595964885,0.04927380441224176,0.04775130282283784,0.7784610390397655,0.617878872337967,0.14411727702034402,0.8782388301829357,0.8884474869764735,FALSE
maleic acid,root,17407.833333333336,-3932.0333333333315,-5387.000000000001,3656.0333333333306,0.3484172501573538,0.0990091095685592,0.5235205275603549,0.04927380441224176,-0.06343635299980457,0.7084728997004073,0.5475128216758417,0.19579329532658896,0.8300866022578601,0.8842167163694987,FALSE
lyxose,root,6650.333333333334,-881.7333333333362,6134.75,2746.6500000000033,0.743081110129534,0.005286610641663735,0.45838178965332843,0.04927380441224176,0.1037456652059686,0.540134458236101,0.8529732281440479,0.027262495116335307,0.8124404343214026,0.869825125736269,FALSE
lyxitol,root,3446.6666666666647,-474.066666666666,949.4166666666662,-1664.0166666666655,0.6591518372945613,0.2537290455887107,0.263257848509806,0.04927380441224177,-0.2307065223894122,0.16810566646153854,0.8177028121722638,0.3660353444558449,0.7109963955734189,0.6275287249146547,FALSE
lysine,root,47091.66666666668,-7658.866666666674,-9790.916666666675,7758.616666666679,0.6390160144974772,0.435757818208766,0.7288691432600775,0.049273804412241745,-0.1994354716586677,0.23521525955657963,0.8091138025291797,0.5400941972164987,0.9019910398978979,0.7217082942604737,FALSE
linolenic acid,root,4918.33333333333,-861.9333333333298,712.7500000000034,-1435.9833333333384,0.7311103582472251,0.7110438227428868,0.6766042558514331,0.04927380441224179,-0.1519049080149101,0.368126388470185,0.8521551195464345,0.7677528392806631,0.8953560077432499,0.8078483292551161,FALSE
linoleic acid,root,821.9999999999998,-352.1999999999996,-50.49999999999976,212.53333333333273,0.25693882201068163,0.8304667406080879,0.6150619923546756,0.049273804412241724,-0.13037461786619542,0.44061705637008075,0.47105450701958296,0.8648647712841625,0.8851647815339325,0.869825125736269,FALSE
lignoceric acid,root,1783.083333333333,-921.6833333333329,-242.4999999999999,331.266666666666,0.10012693081833514,0.5651638169622719,0.660129899260844,0.04927380441224176,-0.06462306608509459,0.7032640235654539,0.29868372583096586,0.6501230835644435,0.8937143251531426,0.8842167163694987,FALSE
levoglucosan,root,2239.9999999999995,-1029.1999999999996,-762.166666666667,1010.8666666666664,0.08265061755417837,0.09326251858490098,0.2086709465508339,0.049273804412241766,0.09677268823709222,0.5678509684908986,0.28029415358462134,0.1908628287318904,0.7109963955734189,0.869825125736269,FALSE
leucine,root,119731.08333333333,-25960.483333333315,-7129.3333333333385,32425.56666666664,0.5130893774197408,0.8142852182089659,0.5513238463110695,0.049273804412241745,-0.32940748735798664,0.04554353637382114,0.6893414536326289,0.8581688527232216,0.863856866108286,0.3810097284328995,FALSE
lactulose,root,23367.916666666628,-20287.71666666664,9440.750000000027,1483.0499999999531,0.47906777849897364,0.6667892899560907,0.9697937922776938,0.049273804412241745,-0.07919527147411604,0.6404453577567084,0.6587181954360888,0.7353436890303021,0.9888227072035866,0.8781227106862766,FALSE
lactic acid,root,9661.25,-5223.849999999998,-4611.583333333333,3205.5166666666637,0.09336881064788688,0.055174336822888644,0.44463826425279573,0.04927380441224176,-0.02757323942653048,0.8710060716717024,0.29179444536019605,0.14411727702034402,0.7985340255968576,0.9332225860607619,FALSE
isothreonic acid,root,2259.5,650.6999999999998,9.916666666666444,-110.7833333333331,0.18479231159325876,0.978671631479556,0.8674335151634261,0.049273804412241766,0.19792714788877228,0.23885312476403694,0.42794009000544136,0.9842640408022965,0.9482503022904535,0.7217082942604737,FALSE
isoribose,root,2859.333333333334,-594.3333333333335,-1409.2500000000005,516.2499999999995,0.22482158655106907,5.862069628661487e-4,0.4389218753491235,0.049273804412241745,-0.05561221537183244,0.7431318777715366,0.43469375805140775,0.005158621273222109,0.7967989491338783,0.8853334064232802,FALSE
isoleucine,root,112069.66666666666,-29785.466666666667,3511.0833333333358,10010.049999999994,0.2174312574253912,0.8478285167714176,0.7598461763754822,0.049273804412241766,-0.3497443316171283,0.03302229873614177,0.43469375805140775,0.8726188242793537,0.915978952343047,0.36072306635964907,FALSE
isohexonic acid,root,1149.9166666666663,113.88333333333335,151.66666666666669,-294.7999999999998,0.57399967436021,0.3314704208103094,0.29197885560192177,0.04927380441224177,0.10494609939477367,0.5354289428159448,0.7483255013881257,0.4359900039777959,0.7109963955734189,0.869825125736269,FALSE
isocitric acid,root,34585.00000000001,15436.000000000004,-22235.41666666667,-12933.91666666667,5.111403698913808e-4,3.384084037429454e-8,0.024257105122717355,0.049273804412241766,0.2629168099119902,0.11460484946214763,0.015797295098622523,2.926837622112072e-6,0.4564598824969486,0.5617796625240642,FALSE
inulotriose,root,455.8333333333333,-202.63333333333324,24.583333333333396,20.88333333333316,0.1727895259266913,0.8267442029878197,0.9171908615908457,0.04927380441224176,0.07431325039702578,0.6612450310595313,0.41095887247429286,0.8648647712841625,0.9666203092214902,0.8816600414127083,FALSE
inositol-4-monophosphate,root,706,409.8000000000001,72.0000000000003,-68.8000000000004,0.1553650325343921,0.7409224200568357,0.8597227367940462,0.04927380441224177,0.2402999695720681,0.1505883789148133,0.3797811906396252,0.7903172480606248,0.9464302879588874,0.6009590019062516,FALSE
hypoxanthine,root,3291.416666666665,-30.216666666666136,1105.9999999999998,-2428.533333333332,0.9818045454787621,0.2809916136137969,0.18780102575276594,0.04927380441224176,-0.05890648390445502,0.7284739992816893,0.9983970625375749,0.39249622219070035,0.7032549049465278,0.8842167163694987,FALSE
hydroxylamine,root,518040.16666666674,-324198.1666666665,-278639.4166666668,281535.24999999977,0.02783326664123919,0.014616332211034826,0.15410502735661225,0.04927380441224176,-0.07609998447343788,0.6536026994312627,0.158021126737358,0.054733499343449565,0.6307554608084595,0.8781227106862766,FALSE
hydroxycarbamate NIST,root,5796.5,-2818.0999999999995,-2790.6666666666674,2966.599999999999,0.007590609086220593,8.633740367461872e-4,0.03606645072651947,0.049273804412241745,-0.05498503530497726,0.7459327924015946,0.07031301048288549,0.006901724147092897,0.4564598824969486,0.8853334064232802,FALSE
homoserine,root,906.8333333333333,-162.43333333333328,-47.750000000000064,-170.31666666666658,0.3879826891521805,0.7394300257188539,0.5083405140716228,0.04927380441224179,-0.20619988602953682,0.21936149927464174,0.5806025639496911,0.7903172480606248,0.8289140972547823,0.7155000912536077,FALSE
homoglutamine,root,1636.833333333334,97.56666666666689,-603.3333333333331,-183.56666666666726,0.8429155392456509,0.11727258667528809,0.7858730417723669,0.049273804412241794,0.14909741080003347,0.37715453197850524,0.9211436217498683,0.2265842297053647,0.9220910356795772,0.8078483292551161,FALSE
homocystine,root,1991.0000000000002,-413.6000000000004,-516.166666666667,890.6,0.38346644276918407,0.16030475629644864,0.17518078345205243,0.04927380441224177,-0.15724279722053022,0.3513190740856632,0.5806025639496911,0.27453842081181773,0.6702569105991572,0.8030150264815159,FALSE
hexose-6-phosphate,root,1473.3333333333335,564.4666666666662,-662.8333333333337,774.3666666666669,0.2843111492358536,0.10535714573935592,0.2843570559200708,0.049273804412241745,0.23856469259030583,0.15365429026012115,0.49291918964575665,0.2060317516680738,0.7109963955734189,0.6009590019062516,FALSE
heptadecanoic acid,root,4497.166666666665,-2042.966666666666,-1543.6666666666667,2095.466666666665,0.05721767665276383,0.06078781185833524,0.14987153772620854,0.049273804412241745,-0.1465176538627229,0.3855639753263054,0.23976931168777227,0.1485924289870417,0.628033110471731,0.8078483292551161,FALSE
guanosine,root,1089.3333333333333,84.66666666666661,-91.50000000000028,-360.33333333333275,0.7491485786635455,0.6525677371948955,0.3246871049361931,0.049273804412241745,-0.22163156063143763,0.18597581786600484,0.8529732281440479,0.7269108971284911,0.7233535502375947,0.654634878888337,FALSE
guanine,root,17584.750000000004,-1608.5500000000045,-3744.3333333333376,-572.1999999999903,0.6684213331685561,0.19900423518191834,0.9114517584045133,0.049273804412241815,-0.4831211651989388,0.0022812308569277527,0.8177028121722638,0.30819654186032847,0.9663584908385202,0.09357485910138867,FALSE
glycyl tyrosine,root,681.3333333333317,4895.466666666669,2090.7500000000014,-6809.05,0.14075099008085873,0.40637423300143605,0.1355484423377279,0.049273804412241745,0.16131986038061902,0.3387996396900571,0.3636243849634057,0.5182743841177735,0.6117057910625668,0.7898749613701603,FALSE
glycolic acid,root,3779.416666666667,-1409.416666666667,-1997.4166666666677,1491.9166666666667,0.05267402744814261,7.840826068937272e-4,0.1302274745891793,0.04927380441224176,0.05676971203465056,0.7379711587242097,0.23976931168777227,0.006571358991109333,0.6084790183102331,0.8853334064232802,FALSE
glycine,root,133657.50000000003,-70120.9,-72379.75000000001,61337.81666666661,0.005945573151643034,3.913906385599949e-4,0.06908841988443092,0.0492738044122417,-0.1880913888799498,0.26350232230703424,0.061554169099363176,0.0036255132835031107,0.6084790183102331,0.7246313863443442,FALSE
glycerol-alpha-phosphate,root,4387.750000000001,962.0499999999979,-1591.250000000002,3705.4500000000035,0.5520575892947115,0.20433722849485597,0.10147749046932293,0.04927380441224174,0.2029492970028371,0.22688604518729374,0.7305423738035279,0.31272480187038826,0.6084790183102331,0.7155000912536077,FALSE
glycerol-3-galactoside,root,22250.916666666668,-11364.11666666667,-13726.916666666673,11453.61666666667,0.003387880021853657,2.1573530739016122e-5,0.026403024490396325,0.049273804412241766,0.08682542182949356,0.608474897137633,0.04259049170330312,2.920724161589875e-4,0.4564598824969486,0.869825125736269,FALSE
glycerol,root,213705.58333333334,-37445.583333333336,-57303.00000000002,64569.666666666635,0.20420915406489218,0.014569147848253817,0.11320413122644846,0.049273804412241794,-0.17329444167670957,0.3036338637841079,0.43360598535142786,0.054733499343449565,0.6084790183102331,0.7780582377546384,FALSE
glyceric acid,root,566748.9166666667,419351.88333333173,1226184.4166666665,-190957.71666666475,0.45437802002522865,0.007000622285571145,0.8031129613721807,0.04927380441224176,0.06957907952883415,0.6816560561024145,0.634686758130478,0.033300257358392475,0.9304963141672505,0.8842167163694987,FALSE
glutamine,root,60773.000000000015,65007.199999999924,68138.41666666661,-127789.11666666645,0.2877897446847252,0.14946832379165723,0.1313761516806185,0.049273804412241745,0.1000347313453234,0.5548042793348956,0.49291918964575665,0.26305840711449807,0.6084790183102331,0.869825125736269,FALSE
glutamic acid,root,161993.0833333334,14664.116666666658,-46491.25,10592.04999999999,0.714974642536395,0.13778553880303754,0.8474214495346548,0.049273804412241766,-0.11571207913107748,0.4941296180165995,0.8439100419223454,0.24745157989116945,0.9464302879588874,0.869825125736269,FALSE
glucose-6-phosphate,root,3635.083333333334,3242.716666666665,-346.333333333335,3661.5333333333356,0.22024150652971153,0.8628192391762981,0.31111764904897554,0.04927380441224176,0.34751957274326356,0.03423730482985037,0.43469375805140775,0.8777814225146153,0.7233535502375947,0.36072306635964907,FALSE
glucose-1-phosphate,root,11757.666666666666,-570.4666666666662,-1619.4166666666672,1290.2166666666656,0.8674240845835655,0.5378381832233377,0.783259177656275,0.04927380441224174,0.2074789654160653,0.2164480479053104,0.9366051465442179,0.6310634683153828,0.9220910356795772,0.7155000912536077,FALSE
glucose,root,69987.49999999999,30500.099999999973,73351.66666666666,5120.400000000063,0.2717071916155607,0.0013986709119148098,0.8919690213463609,0.049273804412241766,-0.1350191645068322,0.42435360913827835,0.4830350073165523,0.009467926172961789,0.9514336227694516,0.8584624736590459,FALSE
