metabolite,p.value.trt,p.value.leaf,tissue,FDR.trt,FDR.leaf,sig.both
met_amt_leaf_maleic acid,0.5800598173206668,0.5392445340672987,leaf,0.8583463594057964,0.8320680907117086,FALSE
met_amt_leaf_lyxose,0.8457715034210574,0.47289625145964354,leaf,0.9421252190006716,0.8320680907117086,FALSE
met_amt_leaf_lyxitol,0.272167122039171,0.8757234174460501,leaf,0.7328368016830991,0.9419067141889818,FALSE
met_amt_leaf_lysine,0.8862642573165945,0.045285771232163326,leaf,0.9435946980712708,0.2071369970816596,FALSE
met_amt_leaf_linolenic acid,0.6864733591849714,0.7104660032063661,leaf,0.874006291454849,0.8744196962539891,FALSE
met_amt_leaf_linoleic acid,0.5082456636816113,0.6471076747875721,leaf,0.8206535486969136,0.8563229380647571,FALSE
met_amt_leaf_lignoceric acid,0.17914812134197006,0.5093920853025184,leaf,0.6989610196755311,0.8320680907117086,FALSE
met_amt_leaf_levoglucosan,0.6116300531218526,0.24559513443974482,leaf,0.874006291454849,0.5710282771670698,FALSE
met_amt_leaf_leucine,0.5149709700089709,0.0019015694508858604,leaf,0.8239535520143534,0.07322161371682658,FALSE
met_amt_leaf_lactulose,0.08622723523414273,0.47569089331027203,leaf,0.6450505478764212,0.8320680907117086,FALSE
met_amt_leaf_lactic acid,0.24180781498124695,0.9880945332894053,leaf,0.7097983828409101,0.9920616538896265,FALSE
met_amt_leaf_isothreonic acid,0.8778162729680932,0.19386948319886096,leaf,0.9435946980712708,0.5447836655573859,FALSE
met_amt_leaf_isoribose,0.7027643235904242,0.5783996683482959,leaf,0.8778809235474923,0.8320680907117086,FALSE
met_amt_leaf_isoleucine,0.07202646927231289,0.0033131276681095433,leaf,0.6450505478764212,0.07322161371682658,FALSE
met_amt_leaf_isohexonic acid,0.5793281673370125,0.34322663308419854,leaf,0.8583463594057964,0.6943435335956201,FALSE
met_amt_leaf_isocitric acid,0.20558948857578846,0.1788252028118841,leaf,0.6989610196755311,0.5245539282481934,FALSE
met_amt_leaf_inulotriose,0.5283877995361246,0.7080287054825831,leaf,0.8303236849853386,0.8744196962539891,FALSE
met_amt_leaf_inositol-4-monophosphate,0.6472251194043102,0.38521844971339037,leaf,0.874006291454849,0.753316079439519,FALSE
met_amt_leaf_hypoxanthine,0.9924338247226747,0.03088572146170992,leaf,0.9924338247226747,0.17617878090617015,FALSE
met_amt_leaf_hydroxylamine,0.3756208880701578,0.27717220108247026,leaf,0.7504234000284308,0.5949061876892044,FALSE
met_amt_leaf_hydroxycarbamate NIST,0.5803591861891464,0.6864693559895891,leaf,0.8583463594057964,0.8653333083694629,FALSE
met_amt_leaf_homoserine,0.08568897419821589,0.010722290986472923,leaf,0.6450505478764212,0.14085185061832237,FALSE
met_amt_leaf_homoglutamine,0.17327616136529428,0.5994652012658321,leaf,0.6989610196755311,0.8320680907117086,FALSE
met_amt_leaf_homocystine,0.3864627058307323,0.209763914430922,leaf,0.7504234000284308,0.5447836655573859,FALSE
met_amt_leaf_hexose-6-phosphate,0.8534045886716578,0.08813441648481089,leaf,0.9424402290868145,0.29267277927031543,FALSE
met_amt_leaf_heptadecanoic acid,0.7132782503823374,0.6362866661310043,leaf,0.8778809235474923,0.854858421672189,FALSE
met_amt_leaf_guanosine,0.20534037994412543,0.8856307290023907,leaf,0.6989610196755311,0.9419067141889818,FALSE
met_amt_leaf_guanine,0.44177896665971994,0.005789370446975295,leaf,0.7808676485814227,0.10093718174518104,FALSE
met_amt_leaf_glycyl tyrosine,0.11516094517397997,0.9920616538896265,leaf,0.6826610220020495,0.9920616538896265,FALSE
met_amt_leaf_glycolic acid,0.7493272516783347,0.6600132726051018,leaf,0.903298604762924,0.8604617479888735,FALSE
met_amt_leaf_glycine,0.03857168637579177,0.14164436774166267,leaf,0.6450505478764212,0.4298173917678039,FALSE
met_amt_leaf_glycerol-alpha-phosphate,0.2972345074232035,0.039098654122075784,leaf,0.7368066662885044,0.20239303310250994,FALSE
met_amt_leaf_glycerol-3-galactoside,0.17838839888013974,0.23070239617664304,leaf,0.6989610196755311,0.5562139962614955,FALSE
met_amt_leaf_glycerol,0.68623675796718,0.2655410426593204,leaf,0.874006291454849,0.5915851076967137,FALSE
met_amt_leaf_glyceric acid,0.14715000423241584,0.02706313271502801,leaf,0.6989610196755311,0.17617878090617015,FALSE
met_amt_leaf_glutamine,0.6695514412160519,0.5368024396977519,leaf,0.874006291454849,0.8320680907117086,FALSE
met_amt_leaf_glutamic acid,0.13192469858810388,0.6678403783515141,leaf,0.6989610196755311,0.864264019043136,FALSE
met_amt_leaf_glucose-6-phosphate,0.1975477531165544,0.006308573859073815,leaf,0.6989610196755311,0.10093718174518104,FALSE
met_amt_leaf_glucose-1-phosphate,0.24461994882497282,0.2544233263893655,leaf,0.7097983828409101,0.5740834031349785,FALSE
met_amt_leaf_glucose,0.9163600693742922,0.2740233949114108,leaf,0.9499740678229883,0.5949061876892044,FALSE
met_amt_leaf_gluconic acid lactone,0.36127447171207916,0.013623523437190501,leaf,0.7504234000284308,0.14104353676150166,FALSE
met_amt_leaf_gluconic acid,0.9836641199524849,0.04537615339465757,leaf,0.9907396082574582,0.2071369970816596,FALSE
met_amt_leaf_glucoheptulose,0.4620029332120664,0.5164195548388785,leaf,0.7808676485814227,0.8320680907117086,FALSE
met_amt_leaf_galactonic acid,0.18404717672546497,0.41573695786657805,leaf,0.6989610196755311,0.7953228759186711,FALSE
met_amt_leaf_galactinol,0.21266094271688937,0.5393716097861142,leaf,0.6989610196755311,0.8320680907117086,FALSE
met_amt_leaf_fumaric acid,0.31939479255424263,0.042474702893347975,leaf,0.7504234000284308,0.2071369970816596,FALSE
met_amt_leaf_fucose,0.04798759426657545,0.5566569293801507,leaf,0.6450505478764212,0.8320680907117086,FALSE
met_amt_leaf_fructose-6-phosphate,0.268139716408434,0.011555327960078826,leaf,0.7328368016830991,0.14085185061832237,FALSE
met_amt_leaf_fructose,0.42607693817494297,0.644813687260541,leaf,0.776886608659331,0.8563229380647571,FALSE
met_amt_leaf_ferulic acid,0.5910142212447747,0.0030712279598905977,leaf,0.8668208578256694,0.07322161371682658,FALSE
met_amt_leaf_ethanolamine,0.6875607435251617,0.9655552932749198,leaf,0.874006291454849,0.9822990266843115,FALSE
met_amt_leaf_erythrose,0.5066237369247847,0.6545417561872355,leaf,0.8206535486969136,0.85969663499219,FALSE
met_amt_leaf_erythronic acid lactone,0.8346230157823233,0.32449216539442527,leaf,0.9416259665236468,0.6707815620138268,FALSE
met_amt_leaf_erythronic acid,0.2539168760468257,0.22685536990892816,leaf,0.720796293294215,0.5545353486662689,FALSE
met_amt_leaf_erythritol,0.37885240717953317,0.32671554233078337,leaf,0.7504234000284308,0.6707815620138268,FALSE
met_amt_leaf_epsilon-caprolactam,0.07115976648244286,0.32776826325675623,leaf,0.6450505478764212,0.6707815620138268,FALSE
met_amt_leaf_dihydroxyacetone,0.6158346221502278,0.06869702383984759,leaf,0.874006291454849,0.26862441705306234,FALSE
met_amt_leaf_dehydroascorbic acid,0.10441474980204729,0.007444971105847805,leaf,0.6807040230922236,0.10919290955243448,FALSE
met_amt_leaf_dehydroabietic acid,0.1462074356637976,0.45274124140125593,leaf,0.6989610196755311,0.8320680907117086,FALSE
met_amt_leaf_cyano-l-alanine,0.2166345635385864,0.08206577376444676,leaf,0.6989610196755311,0.2832073761282869,FALSE
met_amt_leaf_cyanoalanine,0.24600966678008815,0.10496304254994764,leaf,0.7097983828409101,0.33082991493999114,FALSE
met_amt_leaf_coniferin NIST,0.1988296876914849,0.899092772634937,leaf,0.6989610196755311,0.9419067141889818,FALSE
met_amt_leaf_citric acid,0.003319925138154845,0.030431350266618244,leaf,0.5843068243152527,0.17617878090617015,FALSE
met_amt_leaf_citramalic acid,0.30502478456696974,0.05177766586694492,leaf,0.7456161400525928,0.21697307601386442,FALSE
met_amt_leaf_cis-sinapinic acid,0.0794124806387572,0.04120693807394572,leaf,0.6450505478764212,0.2071369970816596,FALSE
met_amt_leaf_cis-caffeic acid,0.7933946445044988,0.8597845837395779,leaf,0.9295011301496997,0.9419067141889818,FALSE
met_amt_leaf_chlorogenic acid,0.33250016126765947,0.7897944759370725,leaf,0.7504234000284308,0.9026222582137972,FALSE
met_amt_leaf_cellobiose,0.32369220137514576,0.49389432558659063,leaf,0.7504234000284308,0.8320680907117086,FALSE
met_amt_leaf_capric acid,0.17536436531302121,0.5198488961944807,leaf,0.6989610196755311,0.8320680907117086,FALSE
met_amt_leaf_butyrolactam NIST,0.9233632793784643,0.7166530565500691,leaf,0.9503622056760802,0.8759092913389733,FALSE
met_amt_leaf_beta-sitosterol,0.07304456866297225,0.8950286261054132,leaf,0.6450505478764212,0.9419067141889818,FALSE
met_amt_leaf_beta-gentiobiose,0.6143134822435212,0.017652359046182602,leaf,0.874006291454849,0.15534075960640692,FALSE
met_amt_leaf_beta-alanine,0.16733291136216505,0.8122204235907179,leaf,0.6989610196755311,0.9105146149806773,FALSE
met_amt_leaf_benzoic acid,0.07182859713623505,0.5497616610319449,leaf,0.6450505478764212,0.8320680907117086,FALSE
met_amt_leaf_aspartic acid,0.9175885882381136,0.2147263948682147,leaf,0.9499740678229883,0.5447836655573859,FALSE
met_amt_leaf_asparagine,0.4514661586243507,0.019609071620742824,leaf,0.7808676485814227,0.16105874996540012,FALSE
met_amt_leaf_aminomalonate,0.23984551585957598,0.06843970377882777,leaf,0.7097983828409101,0.26862441705306234,FALSE
met_amt_leaf_alpha-ketoglutarate,0.1355185711692886,0.0719569858811039,leaf,0.6989610196755311,0.26945594712924015,FALSE
met_amt_leaf_alpha-aminoadipic acid,0.575723336512266,0.38428984081156026,leaf,0.8583463594057964,0.753316079439519,FALSE
met_amt_leaf_allantoic acid,0.05187315888309116,0.9238482468972826,leaf,0.6450505478764212,0.9620826723304946,FALSE
met_amt_leaf_alanine-alanine,0.9851104059378135,0.5807550811737141,leaf,0.9907396082574582,0.8320680907117086,FALSE
met_amt_leaf_alanine,0.021800926366020972,0.021047450279569332,leaf,0.6450505478764212,0.16105874996540012,FALSE
met_amt_leaf_adenosine,0.9846621989945157,0.7502314297784727,leaf,0.9907396082574582,0.8921671056825081,FALSE
met_amt_leaf_adenine,0.6444693890004719,0.0011761330295148602,leaf,0.874006291454849,0.07322161371682658,FALSE
met_amt_leaf_aconitic acid,0.03147409207196771,0.45843430241358696,leaf,0.6450505478764212,0.8320680907117086,FALSE
met_amt_leaf_6-deoxyglucose,0.2823123038117964,0.4766043884698732,leaf,0.7328368016830991,0.8320680907117086,FALSE
met_amt_leaf_5'-deoxy-5'-methylthioadenosine,0.054271017356721685,0.6337698246158017,leaf,0.6450505478764212,0.854858421672189,FALSE
met_amt_leaf_5-aminovaleric acid,0.7109609473899103,0.8791203914359189,leaf,0.8778809235474923,0.9419067141889818,FALSE
met_amt_leaf_4-hydroxybutyric acid,0.8430936941953119,0.5080962071763069,leaf,0.9421252190006716,0.8320680907117086,FALSE
met_amt_leaf_4-hydroxybenzoate,0.6823072842491208,0.6291456733235317,leaf,0.874006291454849,0.854858421672189,FALSE
met_amt_leaf_4-aminobutyric acid,0.8616707484577082,0.4915642514324883,leaf,0.9424402290868145,0.8320680907117086,FALSE
met_amt_leaf_3-hydroxypropionic acid,0.7974697196170719,0.10293288591558403,leaf,0.9295011301496997,0.33082991493999114,FALSE
met_amt_leaf_3-hydroxy-3-methylglutaric acid,0.39133876780729693,0.5138796667901186,leaf,0.7504234000284308,0.8320680907117086,FALSE
met_amt_leaf_3-aminoisobutyric acid,0.2831414915593792,0.6233435872793132,leaf,0.7328368016830991,0.854858421672189,FALSE
"met_amt_leaf_3,4-dihydroxycinnamic acid",0.4281704604542904,0.01554644035411822,leaf,0.776886608659331,0.14400913170130564,FALSE
met_amt_leaf_2-ketoisocaproic acid,0.8242030712878108,0.08121950302207642,leaf,0.9416259665236468,0.2832073761282869,FALSE
met_amt_leaf_2-ketoglucose dimethylacetal NIST,0.03149513376105129,0.0761077833627723,leaf,0.6450505478764212,0.2733667320785291,FALSE
met_amt_leaf_2-hydroxyglutaric acid,0.29249541915860705,0.21667532152850577,leaf,0.7354170538844977,0.5447836655573859,FALSE
met_amt_leaf_2'-deoxyguanosine,0.13895217388446984,0.9632371869800667,leaf,0.6989610196755311,0.9822990266843115,FALSE
met_amt_leaf_2-aminobutyric acid,0.8895630226161466,0.8728228764075273,leaf,0.9435946980712708,0.9419067141889818,FALSE
"met_amt_leaf_2,5-dihydroxypyrazine NIST",0.4333682458009541,0.047076590245831725,leaf,0.7782939924588563,0.2071369970816596,FALSE
"met_amt_leaf_2,3-dihydroxybutanoic acid NIST",0.17371261015139658,0.2700152479089786,leaf,0.6989610196755311,0.594033545399753,FALSE
met_amt_leaf_1-monostearin,0.04843026556919345,0.8687566054418775,leaf,0.6450505478764212,0.9419067141889818,FALSE
met_amt_leaf_1-monopalmitin,0.8301952057753429,0.5208996556804406,leaf,0.9416259665236468,0.8320680907117086,FALSE
met_amt_leaf_1-methylgalactose NIST,0.7424113349814205,0.7864024101039279,leaf,0.9011337583222759,0.9026222582137972,FALSE
met_amt_leaf_1-kestose,0.23776188136566068,0.8894528418125209,leaf,0.7097983828409101,0.9419067141889818,FALSE
met_amt_root_xylulose NIST,0.03589228760154755,0.16110173462833607,root,0.16632799507618454,0.6697544631386215,FALSE
met_amt_root_xylose,0.713123592513573,0.5710855629005169,root,0.8311904124661513,0.8895408643623512,FALSE
met_amt_root_xylonic acid isomer,0.13736788168454112,0.09484035558679844,root,0.31811509442735836,0.5563967527758842,FALSE
met_amt_root_xylonic acid,0.00510542597355444,0.8929462173271492,root,0.07487958094546512,0.9354674657712992,FALSE
met_amt_root_xanthine,0.2140002803810628,0.02115614502413152,root,0.40068137603262827,0.2482321016164765,FALSE
met_amt_root_vanillic acid,0.2572264780739605,0.5731345411924069,root,0.4438417660884024,0.8895408643623512,FALSE
met_amt_root_valine,0.3266975791852682,0.013755989682062658,root,0.5373717190337122,0.2012170736983829,FALSE
met_amt_root_uridine,0.9421623047135012,0.9763264224746078,root,0.9529917564918173,0.9875485652616723,FALSE
met_amt_root_urea,0.13222966795345736,0.4129033455537866,root,0.31811509442735836,0.8595587894449167,FALSE
met_amt_root_uracil,0.07341710629492376,0.14028518868117934,root,0.2392853834797515,0.6673025191320964,FALSE
met_amt_root_UDP-N-acetylglucosamine,0.9843907972634736,0.624178716181639,root,0.9900158875335506,0.8895408643623512,FALSE
met_amt_root_tyrosine,0.6228730753405415,0.06792060059451172,root,0.7666130158037434,0.5197402480275679,FALSE
met_amt_root_tryptophan,0.4937946635959033,0.3127008514625198,root,0.668216152398735,0.7751457726394857,FALSE
met_amt_root_tocopherol alpha-,0.12914370687441487,0.35698081024236383,root,0.31811509442735836,0.8159561376968316,FALSE
met_amt_root_thymine,0.016128463425467962,0.08450341425774215,root,0.11354438251529446,0.537339460675573,FALSE
met_amt_root_threonine,0.46907612418437583,0.26304701119903656,root,0.6438353584493505,0.7284960531581033,FALSE
met_amt_root_threonic acid,0.01136689362580279,0.1742078875198093,root,0.09245970256334209,0.6813464045219209,FALSE
met_amt_root_tagatose,0.1317863287943454,0.26904683781407224,root,0.31811509442735836,0.7284960531581033,FALSE
met_amt_root_sucrose,0.20264213358557293,0.23603935737007287,root,0.38917768174280565,0.7284960531581033,FALSE
met_amt_root_succinic acid,0.43582801165092855,0.4257462328175611,root,0.6262286163917984,0.8612797353550662,FALSE
met_amt_root_stigmasterol,0.057892819300384,0.7809857787619814,root,0.2037827239373517,0.9215475387614225,FALSE
met_amt_root_stearic acid,0.049729952767212544,0.7459904434828358,root,0.19490222741441637,0.9215475387614225,FALSE
met_amt_root_spermidine,0.15568579059136553,0.16145487938422448,root,0.33110738058770883,0.6697544631386215,FALSE
met_amt_root_sinapinic acid,0.5332857192010961,0.6239606309987209,root,0.6879932657358533,0.8895408643623512,FALSE
met_amt_root_shikimic acid,0.001493272634160414,0.006639075581892781,root,0.052563196722446574,0.2012170736983829,FALSE
