genes,trt,mean.value,root.voom5.module,query_id
BraA04g032220.3C,dead,-0.09282448133314063,lightyellow,BRARA.D02810-MONOMER
BraA04g032220.3C,live,0.09282448133314068,lightyellow,BRARA.D02810-MONOMER
BraA05g000080.3C,dead,0.22868314999614323,yellowgreen,BRARA.E00025-MONOMER
BraA05g000080.3C,live,-0.22868314999614323,yellowgreen,BRARA.E00025-MONOMER
BraA05g000900.3C,dead,0.162003786031828,plum1,BRARA.E00089-MONOMER
BraA05g000900.3C,live,-0.162003786031828,plum1,BRARA.E00089-MONOMER
BraA05g002290.3C,dead,0.018404855041761585,paleturquoise,BRARA.E00228-MONOMER
BraA05g002290.3C,live,-0.018404855041761595,paleturquoise,BRARA.E00228-MONOMER
BraA05g002640.3C,dead,-0.025524272461327432,midnightblue,BRARA.E00262-MONOMER
BraA05g002640.3C,live,0.025524272461327432,midnightblue,BRARA.E00262-MONOMER
BraA05g002920.3C,dead,0.002989680554034617,red,BRARA.E00289-MONOMER
BraA05g002920.3C,live,-0.0029896805540346183,red,BRARA.E00289-MONOMER
BraA05g003320.3C,dead,-0.018125356853131273,midnightblue,BRARA.E00330-MONOMER
BraA05g003320.3C,live,0.01812535685313127,midnightblue,BRARA.E00330-MONOMER
BraA05g003550.3C,dead,-0.06118369590249401,red,BRARA.E00353-MONOMER
BraA05g003550.3C,live,0.061183695902494006,red,BRARA.E00353-MONOMER
BraA05g005220.3C,dead,-0.004893722720859537,midnightblue,MONOMER4K-359
BraA05g005220.3C,live,0.004893722720859515,midnightblue,MONOMER4K-359
BraA05g005600.3C,dead,-0.047804608332240484,paleturquoise,BRARA.E00538-MONOMER
BraA05g005600.3C,live,0.04780460833224048,paleturquoise,BRARA.E00538-MONOMER
BraA05g010080.3C,dead,0.1148147074562097,yellowgreen,BRARA.E00931-MONOMER
BraA05g010080.3C,live,-0.11481470745620968,yellowgreen,BRARA.E00931-MONOMER
BraA05g011450.3C,dead,-0.13824839417253562,paleturquoise,BRARA.E01057-MONOMER
BraA05g011450.3C,live,0.13824839417253565,paleturquoise,BRARA.E01057-MONOMER
BraA05g011480.3C,dead,0.0048534751818839665,red,BRARA.E01061-MONOMER
BraA05g011480.3C,live,-0.0048534751818839735,red,BRARA.E01061-MONOMER
BraA05g014470.3C,dead,-0.06818414907009857,paleturquoise,BRARA.E01333-MONOMER
BraA05g014470.3C,live,0.06818414907009855,paleturquoise,BRARA.E01333-MONOMER
BraA05g014790.3C,dead,0.6699566214033268,plum1,BRARA.E01359-MONOMER
BraA05g014790.3C,live,-0.6699566214033269,plum1,BRARA.E01359-MONOMER
BraA05g015120.3C,dead,0.22322558806457388,plum1,BRARA.E01384-MONOMER
BraA05g015120.3C,live,-0.2232255880645739,plum1,BRARA.E01384-MONOMER
BraA05g015920.3C,dead,-0.04314278042961173,red,BRARA.E01438-MONOMER
BraA05g015920.3C,live,0.043142780429611706,red,BRARA.E01438-MONOMER
BraA05g015980.3C,dead,0.09693617401160795,red,BRARA.E01443-MONOMER
BraA05g015980.3C,live,-0.09693617401160798,red,BRARA.E01443-MONOMER
BraA05g016630.3C,dead,-0.051689629410380085,red,BRARA.E01530-MONOMER
BraA05g016630.3C,live,0.05168962941038009,red,BRARA.E01530-MONOMER
BraA05g020270.3C,dead,0.012955951909360247,red,BRARA.E01923-MONOMER
BraA05g020270.3C,live,-0.012955951909360256,red,BRARA.E01923-MONOMER
BraA05g021060.3C,dead,-0.071404570573674,lightyellow,BRARA.J02745-MONOMER
BraA05g021060.3C,live,0.07140457057367401,lightyellow,BRARA.J02745-MONOMER
BraA05g023210.3C,dead,-0.031105130516323805,red,BRARA.E01783-MONOMER
BraA05g023210.3C,live,0.031105130516323794,red,BRARA.E01783-MONOMER
BraA05g024300.3C,dead,0.1656184062675413,yellowgreen,BRARA.E01970-MONOMER
BraA05g024300.3C,live,-0.16561840626754126,yellowgreen,BRARA.E01970-MONOMER
BraA05g025360.3C,dead,-0.2357376752398106,lightyellow,BRARA.E02039-MONOMER
BraA05g025360.3C,live,0.23573767523981054,lightyellow,BRARA.E02039-MONOMER
BraA05g026930.3C,dead,0.028306039695291087,red,BRARA.E02170-MONOMER
BraA05g026930.3C,live,-0.028306039695291028,red,BRARA.E02170-MONOMER
BraA05g031030.3C,dead,-0.11820530764990425,lightyellow,BRARA.E02537-MONOMER
BraA05g031030.3C,live,0.11820530764990414,lightyellow,BRARA.E02537-MONOMER
BraA05g031160.3C,dead,-0.1602514794056041,lightyellow,BRARA.E02550-MONOMER
BraA05g031160.3C,live,0.1602514794056041,lightyellow,BRARA.E02550-MONOMER
BraA05g031510.3C,dead,0.12348165449721256,midnightblue,BRARA.E02583-MONOMER
BraA05g031510.3C,live,-0.12348165449721256,midnightblue,BRARA.E02583-MONOMER
BraA05g031760.3C,dead,-0.05626212901759073,midnightblue,BRARA.E02604-MONOMER
BraA05g031760.3C,live,0.05626212901759072,midnightblue,BRARA.E02604-MONOMER
BraA05g032080.3C,dead,0.3251289466037467,plum1,BRARA.E02637-MONOMER
BraA05g032080.3C,live,-0.3251289466037467,plum1,BRARA.E02637-MONOMER
BraA05g032140.3C,dead,0.05628082305208621,yellowgreen,BRARA.E02641-MONOMER
BraA05g032140.3C,live,-0.05628082305208623,yellowgreen,BRARA.E02641-MONOMER
BraA05g033100.3C,dead,-0.005603216880724053,red,BRARA.E02727-MONOMER
BraA05g033100.3C,live,0.005603216880724061,red,BRARA.E02727-MONOMER
BraA05g033260.3C,dead,-0.0705601907107234,red,BRARA.E02742-MONOMER
BraA05g033260.3C,live,0.07056019071072339,red,BRARA.E02742-MONOMER
BraA05g033360.3C,dead,0.7490655379984412,plum1,BRARA.E02752-MONOMER
BraA05g033360.3C,live,-0.7490655379984413,plum1,BRARA.E02752-MONOMER
BraA05g034180.3C,dead,0.5561665359306607,plum1,BRARA.E02818-MONOMER
BraA05g034180.3C,live,-0.5561665359306607,plum1,BRARA.E02818-MONOMER
BraA05g035100.3C,dead,-0.2920631751377556,lightyellow,BRARA.E02898-MONOMER
BraA05g035100.3C,live,0.2920631751377556,lightyellow,BRARA.E02898-MONOMER
BraA05g036600.3C,dead,-0.06802811672215345,red,BRARA.E03043-MONOMER
BraA05g036600.3C,live,0.06802811672215345,red,BRARA.E03043-MONOMER
BraA05g038000.3C,dead,0.3500504860297323,plum1,BRARA.E03180-MONOMER
BraA05g038000.3C,live,-0.3500504860297324,plum1,BRARA.E03180-MONOMER
BraA05g038520.3C,dead,-0.09348305091290612,midnightblue,BRARA.E03237-MONOMER
BraA05g038520.3C,live,0.09348305091290608,midnightblue,BRARA.E03237-MONOMER
BraA05g039280.3C,dead,0.13340420271346828,midnightblue,BRARA.E03313-MONOMER
BraA05g039280.3C,live,-0.13340420271346837,midnightblue,BRARA.E03313-MONOMER
BraA05g040000.3C,dead,0.03698156619981334,red,BRARA.E03409-MONOMER
BraA05g040000.3C,live,-0.036981566199813326,red,BRARA.E03409-MONOMER
BraA05g040650.3C,dead,0.07842142832899457,midnightblue,BRARA.E03652-MONOMER
BraA05g040650.3C,live,-0.07842142832899458,midnightblue,BRARA.E03652-MONOMER
BraA05g041420.3C,dead,0.12159521336284781,midnightblue,BRARA.E03561-MONOMER
BraA05g041420.3C,live,-0.1215952133628478,midnightblue,BRARA.E03561-MONOMER
BraA05g041780.3C,dead,0.015621096454621095,midnightblue,BRARA.E03526-MONOMER
BraA05g041780.3C,live,-0.01562109645462114,midnightblue,BRARA.E03526-MONOMER
BraA05g042020.3C,dead,-0.16289692814488876,lightyellow,BRARA.E03496-MONOMER
BraA05g042020.3C,live,0.1628969281448888,lightyellow,BRARA.E03496-MONOMER
BraA06g000220.3C,dead,0.14353468020895263,plum1,BRARA.F00006-MONOMER
BraA06g000220.3C,live,-0.1435346802089527,plum1,BRARA.F00006-MONOMER
BraA06g000230.3C,dead,-0.12451688842715641,red,BRARA.E00929-MONOMER
BraA06g000230.3C,live,0.1245168884271563,red,BRARA.E00929-MONOMER
BraA06g000720.3C,dead,-9.778406173201796e-4,midnightblue,BRARA.F00048-MONOMER
BraA06g000720.3C,live,9.778406173201696e-4,midnightblue,BRARA.F00048-MONOMER
BraA06g001110.3C,dead,0.013998264919145922,midnightblue,BRARA.F00092-MONOMER
BraA06g001110.3C,live,-0.013998264919145935,midnightblue,BRARA.F00092-MONOMER
BraA06g001170.3C,dead,0.06306332566755538,midnightblue,BRARA.F00097-MONOMER
BraA06g001170.3C,live,-0.0630633256675554,midnightblue,BRARA.F00097-MONOMER
BraA06g004200.3C,dead,-0.076602748714415,red,BRARA.K01439-MONOMER
BraA06g004200.3C,live,0.07660274871441501,red,BRARA.K01439-MONOMER
BraA06g006670.3C,dead,0.059685143053654195,red,BRARA.F00634-MONOMER
BraA06g006670.3C,live,-0.05968514305365416,red,BRARA.F00634-MONOMER
BraA06g009420.3C,dead,0.049139625348268726,midnightblue,BRARA.F00869-MONOMER
BraA06g009420.3C,live,-0.04913962534826874,midnightblue,BRARA.F00869-MONOMER
BraA06g009430.3C,dead,-0.0038047600198815607,midnightblue,BRARA.F00870-MONOMER
BraA06g009430.3C,live,0.0038047600198815334,midnightblue,BRARA.F00870-MONOMER
BraA06g010030.3C,dead,-0.08345388070569722,paleturquoise,BRARA.F00926-MONOMER
BraA06g010030.3C,live,0.08345388070569713,paleturquoise,BRARA.F00926-MONOMER
BraA06g011480.3C,dead,-0.08478100823601357,lightyellow,BRARA.F01057-MONOMER
BraA06g011480.3C,live,0.08478100823601356,lightyellow,BRARA.F01057-MONOMER
BraA06g015770.3C,dead,0.03855827277521048,red,BRARA.F01443-MONOMER
BraA06g015770.3C,live,-0.03855827277521043,red,BRARA.F01443-MONOMER
BraA06g015790.3C,dead,-0.002122853461429617,red,BRARA.F01445-MONOMER
BraA06g015790.3C,live,0.0021228534614296433,red,BRARA.F01445-MONOMER
BraA06g019070.3C,dead,-0.018603024263077386,red,BRARA.F01715-MONOMER
BraA06g019070.3C,live,0.01860302426307739,red,BRARA.F01715-MONOMER
BraA06g019310.3C,dead,0.025137880124919895,red,BRARA.F01734-MONOMER
BraA06g019310.3C,live,-0.02513788012491987,red,BRARA.F01734-MONOMER
BraA06g019470.3C,dead,-0.014182215768912822,red,BRARA.F01745-MONOMER
BraA06g019470.3C,live,0.014182215768912826,red,BRARA.F01745-MONOMER
BraA06g020210.3C,dead,-0.026278800354847663,red,BRARA.F01800-MONOMER
BraA06g020210.3C,live,0.026278800354847694,red,BRARA.F01800-MONOMER
BraA06g020250.3C,dead,-0.06492291139112089,lightyellow,BRARA.F01803-MONOMER
BraA06g020250.3C,live,0.06492291139112089,lightyellow,BRARA.F01803-MONOMER
BraA06g022050.3C,dead,0.20453612801913643,plum1,BRARA.F01878-MONOMER
BraA06g022050.3C,live,-0.20453612801913643,plum1,BRARA.F01878-MONOMER
BraA06g024440.3C,dead,0.25349230554988966,yellowgreen,BRARA.F02160-MONOMER
BraA06g024440.3C,live,-0.2534923055498897,yellowgreen,BRARA.F02160-MONOMER
BraA06g025940.3C,dead,-0.08944218314549646,paleturquoise,BRARA.F02116-MONOMER
BraA06g025940.3C,live,0.08944218314549639,paleturquoise,BRARA.F02116-MONOMER
BraA06g026930.3C,dead,-0.028232462498800952,red,BRARA.F02228-MONOMER
BraA06g026930.3C,live,0.028232462498800976,red,BRARA.F02228-MONOMER
BraA06g027130.3C,dead,0.07048031514238093,yellowgreen,BRARA.F02252-MONOMER
BraA06g027130.3C,live,-0.07048031514238103,yellowgreen,BRARA.F02252-MONOMER
BraA06g027810.3C,dead,-0.03834435468981667,red,BRARA.F02314-MONOMER
BraA06g027810.3C,live,0.0383443546898167,red,BRARA.F02314-MONOMER
BraA06g028100.3C,dead,0.0062150869545641585,lightyellow,BRARA.F02339-MONOMER
BraA06g028100.3C,live,-0.006215086954564144,lightyellow,BRARA.F02339-MONOMER
BraA06g028890.3C,dead,-0.015145808341489148,red,BRARA.F02411-MONOMER
BraA06g028890.3C,live,0.015145808341489153,red,BRARA.F02411-MONOMER
BraA06g032130.3C,dead,-0.1686167566275339,midnightblue,BRARA.F02688-MONOMER
BraA06g032130.3C,live,0.1686167566275339,midnightblue,BRARA.F02688-MONOMER
BraA06g032230.3C,dead,-0.18224600331717702,lightyellow,BRARA.F02698-MONOMER
BraA06g032230.3C,live,0.18224600331717702,lightyellow,BRARA.F02698-MONOMER
BraA06g034050.3C,dead,0.048257599033332016,red,BRARA.F02866-MONOMER
BraA06g034050.3C,live,-0.048257599033332,red,BRARA.F02866-MONOMER
BraA06g036100.3C,dead,-0.14394607168032703,lightyellow,BRARA.F03058-MONOMER
BraA06g036100.3C,live,0.14394607168032705,lightyellow,BRARA.F03058-MONOMER
BraA06g037550.3C,dead,0.16270632979191443,lightyellow,BRARA.F03199-MONOMER
BraA06g037550.3C,live,-0.1627063297919144,lightyellow,BRARA.F03199-MONOMER
BraA06g040500.3C,dead,0.08016049560772993,red,BRARA.F03480-MONOMER
BraA06g040500.3C,live,-0.0801604956077299,red,BRARA.F03480-MONOMER
BraA06g040650.3C,dead,-0.1008303041136586,red,BRARA.F03494-MONOMER
BraA06g040650.3C,live,0.10083030411365862,red,BRARA.F03494-MONOMER
BraA06g041210.3C,dead,-0.13194043351641146,lightyellow,BRARA.F03557-MONOMER
BraA06g041210.3C,live,0.13194043351641146,lightyellow,BRARA.F03557-MONOMER
BraA06g041350.3C,dead,0.03151223493180202,lightyellow,BRARA.F03573-MONOMER
BraA06g041350.3C,live,-0.03151223493180204,lightyellow,BRARA.F03573-MONOMER
BraA06g042290.3C,dead,0.020344474126715282,red,BRARA.F03660-MONOMER
BraA06g042290.3C,live,-0.020344474126715268,red,BRARA.F03660-MONOMER
BraA06g042780.3C,dead,-0.10585142253164398,midnightblue,BRARA.F03711-MONOMER
BraA06g042780.3C,live,0.10585142253164395,midnightblue,BRARA.F03711-MONOMER
BraA06g044050.3C,dead,-0.02012914998360234,lightyellow,BRARA.F03831-MONOMER
BraA06g044050.3C,live,0.02012914998360235,lightyellow,BRARA.F03831-MONOMER
BraA07g004440.3C,dead,-0.11403781026209037,lightyellow,BRARA.G00302-MONOMER
BraA07g004440.3C,live,0.11403781026209035,lightyellow,BRARA.G00302-MONOMER
BraA07g005240.3C,dead,0.2502510025743965,yellowgreen,BRARA.G00492-MONOMER
BraA07g005240.3C,live,-0.25025100257439653,yellowgreen,BRARA.G00492-MONOMER
BraA07g009530.3C,dead,0.08870884104356211,midnightblue,MONOMER4K-198
BraA07g009530.3C,live,-0.0887088410435621,midnightblue,MONOMER4K-198
BraA07g009790.3C,dead,0.006248978335864901,red,BRARA.G00509-MONOMER
BraA07g009790.3C,live,-0.006248978335864913,red,BRARA.G00509-MONOMER
BraA07g011320.3C,dead,-0.098909065266716,lightyellow,MONOMER4K-245
BraA07g011320.3C,live,0.09890906526671601,lightyellow,MONOMER4K-245
BraA07g012320.3C,dead,0.1916297018553205,yellowgreen,BRARA.G00863-MONOMER
BraA07g012320.3C,live,-0.19162970185532052,yellowgreen,BRARA.G00863-MONOMER
BraA07g015550.3C,dead,-0.004292921858573435,red,BRARA.G01088-MONOMER
BraA07g015550.3C,live,0.004292921858573421,red,BRARA.G01088-MONOMER
BraA07g017440.3C,dead,0.14880216633451665,yellowgreen,BRARA.G01253-MONOMER
BraA07g017440.3C,live,-0.14880216633451665,yellowgreen,BRARA.G01253-MONOMER
BraA07g017820.3C,dead,-0.08741178281690953,lightyellow,BRARA.G01283-MONOMER
BraA07g017820.3C,live,0.08741178281690953,lightyellow,BRARA.G01283-MONOMER
BraA07g018210.3C,dead,0.2017141061137474,yellowgreen,BRARA.G01317-MONOMER
BraA07g018210.3C,live,-0.20171410611374738,yellowgreen,BRARA.G01317-MONOMER
BraA07g019420.3C,dead,-0.39857355941689016,lightyellow,BRARA.G01423-MONOMER
BraA07g019420.3C,live,0.39857355941689,lightyellow,BRARA.G01423-MONOMER
BraA07g019930.3C,dead,0.13457780386199222,red,BRARA.G01460-MONOMER
BraA07g019930.3C,live,-0.13457780386199214,red,BRARA.G01460-MONOMER
BraA07g020020.3C,dead,-0.03389064935957288,red,BRARA.G01469-MONOMER
BraA07g020020.3C,live,0.033890649359572866,red,BRARA.G01469-MONOMER
BraA07g020390.3C,dead,-0.0846784786546257,paleturquoise,BRARA.G01504-MONOMER
BraA07g020390.3C,live,0.0846784786546257,paleturquoise,BRARA.G01504-MONOMER
BraA07g021100.3C,dead,-0.06307609229899643,paleturquoise,BRARA.G01572-MONOMER
BraA07g021100.3C,live,0.0630760922989964,paleturquoise,BRARA.G01572-MONOMER
BraA07g021200.3C,dead,-0.2755538942130277,lightyellow,BRARA.G01583-MONOMER
BraA07g021200.3C,live,0.2755538942130278,lightyellow,BRARA.G01583-MONOMER
BraA07g021290.3C,dead,0.12212667252473226,plum1,BRARA.G01592-MONOMER
BraA07g021290.3C,live,-0.12212667252473226,plum1,BRARA.G01592-MONOMER
BraA07g021760.3C,dead,0.06407790352415037,lightyellow,BRARA.G01634-MONOMER
BraA07g021760.3C,live,-0.0640779035241504,lightyellow,BRARA.G01634-MONOMER
BraA07g022930.3C,dead,-0.02038329852416874,red,BRARA.G01744-MONOMER
BraA07g022930.3C,live,0.020383298524168737,red,BRARA.G01744-MONOMER
BraA07g023430.3C,dead,0.02084649020641304,red,BRARA.G01800-MONOMER
BraA07g023430.3C,live,-0.02084649020641304,red,BRARA.G01800-MONOMER
BraA07g024620.3C,dead,-0.012616782585101906,red,BRARA.G01920-MONOMER
BraA07g024620.3C,live,0.012616782585101915,red,BRARA.G01920-MONOMER
BraA07g024650.3C,dead,-0.013770463311263807,red,BRARA.G01924-MONOMER
BraA07g024650.3C,live,0.013770463311263805,red,BRARA.G01924-MONOMER
BraA07g025340.3C,dead,-0.1694084242740812,lightyellow,BRARA.G01992-MONOMER
BraA07g025340.3C,live,0.16940842427408123,lightyellow,BRARA.G01992-MONOMER
BraA07g025780.3C,dead,-0.002759942831571233,lightyellow,BRARA.G02031-MONOMER
BraA07g025780.3C,live,0.0027599428315712273,lightyellow,BRARA.G02031-MONOMER
BraA07g026180.3C,dead,0.054689770633146825,yellowgreen,MONOMER4K-232
BraA07g026180.3C,live,-0.05468977063314689,yellowgreen,MONOMER4K-232
BraA07g027260.3C,dead,0.17249013803721305,yellowgreen,MONOMER4K-231
BraA07g027260.3C,live,-0.17249013803721305,yellowgreen,MONOMER4K-231
BraA07g028320.3C,dead,-0.03555586768193681,red,BRARA.G02282-MONOMER
BraA07g028320.3C,live,0.03555586768193682,red,BRARA.G02282-MONOMER
BraA07g028670.3C,dead,0.1609928272798418,yellowgreen,MONOMER4K-205
BraA07g028670.3C,live,-0.1609928272798417,yellowgreen,MONOMER4K-205
BraA07g029220.3C,dead,0.20861239992032904,plum1,BRARA.G02364-MONOMER
BraA07g029220.3C,live,-0.208612399920329,plum1,BRARA.G02364-MONOMER
BraA07g029530.3C,dead,0.00816216416657184,red,BRARA.G02401-MONOMER
BraA07g029530.3C,live,-0.00816216416657186,red,BRARA.G02401-MONOMER
BraA07g030960.3C,dead,0.022840607479778473,lightyellow,BRARA.G02539-MONOMER
BraA07g030960.3C,live,-0.022840607479778487,lightyellow,BRARA.G02539-MONOMER
BraA07g031570.3C,dead,-0.21413782434871226,paleturquoise,BRARA.G02592-MONOMER
BraA07g031570.3C,live,0.2141378243487123,paleturquoise,BRARA.G02592-MONOMER
BraA07g033010.3C,dead,0.03526466573505742,paleturquoise,BRARA.G02732-MONOMER
BraA07g033010.3C,live,-0.035264665735057404,paleturquoise,BRARA.G02732-MONOMER
BraA07g033900.3C,dead,-0.11865171327604782,paleturquoise,BRARA.G02830-MONOMER
BraA07g033900.3C,live,0.11865171327604787,paleturquoise,BRARA.G02830-MONOMER
BraA07g034950.3C,dead,0.19086052759473932,yellowgreen,BRARA.G02939-MONOMER
BraA07g034950.3C,live,-0.19086052759473932,yellowgreen,BRARA.G02939-MONOMER
BraA07g036140.3C,dead,0.0015453677944991557,red,BRARA.G03060-MONOMER
BraA07g036140.3C,live,-0.001545367794499184,red,BRARA.G03060-MONOMER
BraA07g037210.3C,dead,0.021539112358569517,lightyellow,BRARA.G03296-MONOMER
BraA07g037210.3C,live,-0.021539112358569482,lightyellow,BRARA.G03296-MONOMER
BraA07g038670.3C,dead,0.0203260046592992,paleturquoise,BRARA.G03316-MONOMER
BraA07g038670.3C,live,-0.020326004659299193,paleturquoise,BRARA.G03316-MONOMER
BraA07g038840.3C,dead,-0.03433360895434763,red,BRARA.G03334-MONOMER
BraA07g038840.3C,live,0.03433360895434759,red,BRARA.G03334-MONOMER
BraA07g038900.3C,dead,-0.12204452448304855,yellowgreen,BRARA.G03340-MONOMER
BraA07g038900.3C,live,0.12204452448304852,yellowgreen,BRARA.G03340-MONOMER
BraA07g039550.3C,dead,0.1317716478170068,lightyellow,BRARA.G03401-MONOMER
BraA07g039550.3C,live,-0.13177164781700682,lightyellow,BRARA.G03401-MONOMER
BraA07g039940.3C,dead,-5.3288606210886e-4,paleturquoise,BRARA.G03434-MONOMER
BraA07g039940.3C,live,5.328860621088329e-4,paleturquoise,BRARA.G03434-MONOMER
BraA07g040960.3C,dead,0.22963923718432494,yellowgreen,BRARA.G03530-MONOMER
BraA07g040960.3C,live,-0.2296392371843249,yellowgreen,BRARA.G03530-MONOMER
BraA07g041460.3C,dead,0.2650568095788952,plum1,BRARA.G03577-MONOMER
BraA07g041460.3C,live,-0.26505680957889527,plum1,BRARA.G03577-MONOMER
BraA07g041620.3C,dead,0.006147015639740567,midnightblue,BRARA.G03591-MONOMER
BraA07g041620.3C,live,-0.006147015639740566,midnightblue,BRARA.G03591-MONOMER
BraA07g042030.3C,dead,-0.572077141491307,lightyellow,BRARA.G03627-MONOMER
BraA07g042030.3C,live,0.5720771414913071,lightyellow,BRARA.G03627-MONOMER
BraA07g042210.3C,dead,0.03025249094364806,midnightblue,BRARA.G03647-MONOMER
BraA07g042210.3C,live,-0.030252490943648073,midnightblue,BRARA.G03647-MONOMER
BraA07g043000.3C,dead,0.10563826985707116,red,BRARA.G03729-MONOMER
BraA07g043000.3C,live,-0.10563826985707116,red,BRARA.G03729-MONOMER
BraA08g000640.3C,dead,0.02194559335625811,red,BRARA.H00050-MONOMER
BraA08g000640.3C,live,-0.021945593356258068,red,BRARA.H00050-MONOMER
BraA08g001300.3C,dead,0.0879464480427464,midnightblue,BRARA.H00111-MONOMER
BraA08g001300.3C,live,-0.08794644804274637,midnightblue,BRARA.H00111-MONOMER
BraA08g001880.3C,dead,-0.07749554900066717,midnightblue,BRARA.H00154-MONOMER
BraA08g001880.3C,live,0.07749554900066721,midnightblue,BRARA.H00154-MONOMER
BraA08g001950.3C,dead,0.06422782061657221,midnightblue,BRARA.H00163-MONOMER
BraA08g001950.3C,live,-0.06422782061657234,midnightblue,BRARA.H00163-MONOMER
BraA08g004340.3C,dead,0.0444632927587823,midnightblue,BRARA.H00348-MONOMER
BraA08g004340.3C,live,-0.04446329275878232,midnightblue,BRARA.H00348-MONOMER
BraA08g005110.3C,dead,0.10612317021048275,midnightblue,BRARA.H00407-MONOMER
BraA08g005110.3C,live,-0.10612317021048276,midnightblue,BRARA.H00407-MONOMER
BraA08g008900.3C,dead,-0.006825092784465836,red,BRARA.H00581-MONOMER
BraA08g008900.3C,live,0.006825092784465861,red,BRARA.H00581-MONOMER
BraA08g011240.3C,dead,0.2648766888074597,plum1,BRARA.H00808-MONOMER
BraA08g011240.3C,live,-0.2648766888074597,plum1,BRARA.H00808-MONOMER
BraA08g011510.3C,dead,-0.13983894960062299,lightyellow,BRARA.H00833-MONOMER
BraA08g011510.3C,live,0.13983894960062296,lightyellow,BRARA.H00833-MONOMER
BraA08g015220.3C,dead,-0.08346860524267227,red,BRARA.H01137-MONOMER
BraA08g015220.3C,live,0.08346860524267229,red,BRARA.H01137-MONOMER
BraA08g016150.3C,dead,0.1211344562780716,red,BRARA.H01224-MONOMER
BraA08g016150.3C,live,-0.12113445627807158,red,BRARA.H01224-MONOMER
BraA08g016160.3C,dead,0.29053364191096787,plum1,BRARA.H01225-MONOMER
BraA08g016160.3C,live,-0.29053364191096787,plum1,BRARA.H01225-MONOMER
BraA08g016770.3C,dead,-0.4391244154577589,lightyellow,BRARA.H01283-MONOMER
BraA08g016770.3C,live,0.4391244154577588,lightyellow,BRARA.H01283-MONOMER
BraA08g017240.3C,dead,0.5047145692930182,plum1,MONOMER4K-15
BraA08g017240.3C,live,-0.5047145692930182,plum1,MONOMER4K-15
BraA08g018860.3C,dead,0.004408277890016727,midnightblue,BRARA.H01467-MONOMER
BraA08g018860.3C,live,-0.004408277890016786,midnightblue,BRARA.H01467-MONOMER
BraA08g020190.3C,dead,0.15180590043275818,plum1,BRARA.H01586-MONOMER
BraA08g020190.3C,live,-0.15180590043275816,plum1,BRARA.H01586-MONOMER
BraA08g023100.3C,dead,-0.03185971323485306,red,BRARA.H01870-MONOMER
BraA08g023100.3C,live,0.031859713234853086,red,BRARA.H01870-MONOMER
BraA08g025060.3C,dead,0.14508213090316513,yellowgreen,BRARA.H02067-MONOMER
BraA08g025060.3C,live,-0.14508213090316507,yellowgreen,BRARA.H02067-MONOMER
BraA08g025140.3C,dead,0.1494253566373847,midnightblue,BRARA.H02075-MONOMER
BraA08g025140.3C,live,-0.14942535663738468,midnightblue,BRARA.H02075-MONOMER
BraA08g026340.3C,dead,0.20151404520838823,lightyellow,BRARA.H02194-MONOMER
BraA08g026340.3C,live,-0.2015140452083881,lightyellow,BRARA.H02194-MONOMER
BraA08g027110.3C,dead,0.04301831845580646,lightyellow,BRARA.H02263-MONOMER
BraA08g027110.3C,live,-0.04301831845580646,lightyellow,BRARA.H02263-MONOMER
BraA08g027890.3C,dead,-0.04367779749011141,midnightblue,BRARA.H02334-MONOMER
BraA08g027890.3C,live,0.0436777974901114,midnightblue,BRARA.H02334-MONOMER
BraA08g027950.3C,dead,0.022972673927494726,red,BRARA.H02340-MONOMER
BraA08g027950.3C,live,-0.022972673927494754,red,BRARA.H02340-MONOMER
BraA08g028900.3C,dead,-0.229639850649173,lightyellow,BRARA.H02436-MONOMER
BraA08g028900.3C,live,0.22963985064917303,lightyellow,BRARA.H02436-MONOMER
BraA08g030080.3C,dead,0.09897657389007959,midnightblue,BRARA.H02560-MONOMER
BraA08g030080.3C,live,-0.09897657389007967,midnightblue,BRARA.H02560-MONOMER
BraA08g030720.3C,dead,0.044194651040167246,red,BRARA.H02632-MONOMER
BraA08g030720.3C,live,-0.044194651040167295,red,BRARA.H02632-MONOMER
BraA08g034890.3C,dead,0.11092201440405013,midnightblue,BRARA.H03050-MONOMER
BraA08g034890.3C,live,-0.11092201440405018,midnightblue,BRARA.H03050-MONOMER
BraA09g000670.3C,dead,0.5527815016173242,plum1,BRARA.I00009-MONOMER
BraA09g000670.3C,live,-0.5527815016173242,plum1,BRARA.I00009-MONOMER
BraA09g001210.3C,dead,-0.08190403819196443,paleturquoise,BRARA.I00208-MONOMER
BraA09g001210.3C,live,0.08190403819196443,paleturquoise,BRARA.I00208-MONOMER
BraA09g002120.3C,dead,0.10762688902190096,red,BRARA.I00126-MONOMER
BraA09g002120.3C,live,-0.10762688902190096,red,BRARA.I00126-MONOMER
BraA09g004370.3C,dead,-0.01671295196170889,midnightblue,BRARA.I00410-MONOMER
BraA09g004370.3C,live,0.016712951961708942,midnightblue,BRARA.I00410-MONOMER
BraA09g004710.3C,dead,0.011751862040545983,midnightblue,BRARA.I00431-MONOMER
BraA09g004710.3C,live,-0.011751862040545985,midnightblue,BRARA.I00431-MONOMER
BraA09g004820.3C,dead,0.2526560166419799,plum1,BRARA.I00442-MONOMER
BraA09g004820.3C,live,-0.2526560166419799,plum1,BRARA.I00442-MONOMER
