InX.FDR0.001,NAME,value,category3.up_down,tissue3,FC,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,over_represented_padjust,InX
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,minusMg_down,root,FC,2.4284606351998606e-5,0.9999930174220505,19,181,1.341570928838566e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,minusFe_down,root,FC,2.4392198706155743e-5,0.999986710535287,68,1159,1.341570928838566e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,cold_down,root,FC,0.0011771436476107878,0.9991896802198429,100,2070,0.005677253173462596,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,minusFe_up,root,FC,0.0012902848121505899,0.9992508402586449,48,864,0.005677253173462596,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,minusN_up,whole,FC,0.0017132432878853802,0.9993165691270115,18,243,0.006852973151541521,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,plusMg_down,root,FC,0.003113687786777926,0.9986455325483301,19,317,0.010749639131185908,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,cold_down,shoot,FC,0.0031760297433049275,0.9978088703376866,84,1656,0.010749639131185908,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.darkred,NA,plusAl_up,shoot,FC,0.013982287211203287,0.9960260185804001,7,67,0.04394433123521033,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,minusFe_down,root,FC,7.978621336571198e-8,0.9999999782691684,43,1159,3.510593388091327e-6,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,minusN_up,root,FC,9.904874339353585e-6,0.9999955335811773,45,1378,2.179072354657789e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,plusMg_up,shoot,FC,3.18957179277584e-5,0.9999846616760982,46,1497,4.678038629404565e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,minusN_up,whole,FC,2.864442135840472e-4,0.9999268741926393,12,243,0.003150886349424519,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,cold_up,shoot,FC,6.5295412590945e-4,0.9996520384581152,41,1515,0.005745996308003161,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,heat_up,root,FC,8.264866007207839e-4,0.9996385096405915,24,767,0.006060901738619081,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,minusMg_up,shoot,FC,0.001962944967813126,0.9986608543630661,91,4544,0.011546038284288615,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,minusP_up,root,FC,0.0020992796880524756,0.9994584648347536,9,168,0.011546038284288615,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.green,NA,plusMg_down,root,FC,0.00831768076944816,0.9971364904212993,10,317,0.0406642170950799,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.greenyellow,NA,cold_down,root,FC,4.529548177692452e-6,0.9999982350106166,36,2070,1.9930011981846788e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.greenyellow,NA,minusMg_up,shoot,FC,1.4021098910030892e-5,0.9999931635683728,59,4544,3.0846417602067963e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.greenyellow,NA,cold_down,shoot,FC,9.707445732571561e-4,0.999557989124031,26,1656,0.014237587074438288,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,cold_down,root,FC,1.7257084533721345e-18,1,352,2070,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,cold_down,shoot,FC,2.2211290618144233e-10,1,266,1656,4.886483935991731e-9,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusMg_down,shoot,FC,5.9096129290897643e-8,1,478,3393,8.667432295998321e-7,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusN_down,root,FC,8.780702111307465e-8,1,135,814,9.658772322438211e-7,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,heat_up,root,FC,3.980033009154636e-4,0.9997315448050929,113,767,0.00350242904805608,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusMg_down,root,FC,0.0036537297567232653,0.9980757453007019,32,181,0.026794018215970612,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,cold_up,root,FC,0.004719590004396178,0.9967150512190895,86,584,0.029665994313347405,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusFe_down,root,FC,0.007471273375117454,0.9942100248577825,151,1159,0.037043982447249026,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusPi_up,shoot,FC,0.0080437472646383,0.9936502756119827,173,1280,0.037043982447249026,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusPi_down,root,FC,0.008419086919829323,0.9943924827488294,61,398,0.037043982447249026,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusFe_up,root,FC,0.010442780111510355,0.992116938286866,115,864,0.04177112044604142,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey,NA,minusS_up,root,FC,0.012264944886104318,0.996567132081782,8,29,0.0449714645823825,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,plusMg_up,shoot,FC,1.4715998828772967e-8,1,48,1497,6.475039484660105e-7,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusN_up,whole,FC,3.346283094684971e-6,0.9999993656391829,14,243,7.361822808306936e-5,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusN_up,root,FC,5.131523727303828e-5,0.9999769492390672,37,1378,7.526234800045614e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusK_up,root,FC,6.983054310539966e-5,0.9999786257510954,18,473,7.681359741593962e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,cold_up,root,FC,3.5945246703617353e-4,0.9998697759333182,19,584,0.0031631817099183274,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusMg_up,shoot,FC,5.48382380690621e-4,0.9996504335373269,83,4544,0.004021470791731221,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusPi_up,shoot,FC,0.004803531840766102,0.9974253242899037,29,1280,0.03019362871338693,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusP_down,root,FC,0.006218405285059297,0.9991711036746591,4,55,0.03420122906782613,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.grey60,NA,minusMg_down,root,FC,0.009515515540828263,0.9974186182439968,7,181,0.04652029819960484,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.ivory,NA,minusN_down,root,FC,9.98128507796645e-15,1,20,814,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.ivory,NA,plusMg_down,root,FC,6.194008467778552e-4,0.9999348773936773,5,317,0.013626818629112815,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.lightsteelblue1,NA,minusPi_down,shoot,FC,9.663746364677208e-16,1,27,1338,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.lightsteelblue1,NA,minusMg_up,shoot,FC,3.81111025586915e-12,1,41,4544,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.lightsteelblue1,NA,heat_down,shoot,FC,9.626614109747506e-4,0.9997395793471607,11,1368,0.014069838791196058,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.lightsteelblue1,NA,heat_down,root,FC,0.0012790762537450962,0.999597402857072,13,1824,0.014069838791196058,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.magenta,NA,plusMg_up,shoot,FC,1.5150780821473961e-5,0.9999941761452333,31,1497,6.666343561448543e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orange,NA,heat_up,shoot,FC,7.608555650945465e-40,1,49,701,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orange,NA,heat_up,root,FC,3.998313712725387e-34,1,46,767,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orangered4,NA,minusPi_up,root,FC,3.844226566276783e-17,1,28,1155,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orangered4,NA,minusFe_down,root,FC,5.947016028584153e-9,0.99999999904724,19,1159,1.3083435262885137e-7,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orangered4,NA,minusN_up,root,FC,1.805030087697144e-7,0.9999999637348475,19,1378,2.6473774619558108e-6,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orangered4,NA,minusMg_down,root,FC,3.0764197687502086e-4,0.9999722791789324,5,181,0.0033840617456252294,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.orangered4,NA,plusMg_down,root,FC,0.0023675994993504353,0.9996614513186549,5,317,0.020834875594283833,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.paleturquoise,NA,heat_down,root,FC,6.60612665541203e-7,0.9999998016574272,28,1824,2.906695728381293e-5,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.paleturquoise,NA,heat_down,shoot,FC,3.4278460727322573e-6,0.9999990090112032,23,1368,7.541261360010966e-5,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.plum1,NA,minusN_down,root,FC,1.4406138606828467e-4,0.9999532909919007,18,814,0.006338700987004526,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.plum1,NA,plusMg_up,root,FC,5.822958390391556e-4,0.9998886192333952,8,224,0.012810508458861423,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.plum1,NA,minusMg_up,shoot,FC,9.371954091947578e-4,0.9994499910243795,56,4544,0.01374553266818978,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.plum1,NA,minusFe_down,root,FC,0.0014663208109969399,0.9993873841058298,20,1159,0.01612952892096634,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.plum1,NA,minusK_down,root,FC,0.0027447163499007858,0.9993280829053451,8,292,0.024153503879126917,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusPi_up,root,FC,4.379529246043019e-8,0.9999999908886416,22,1155,1.9269928682589285e-6,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,plusMg_up,root,FC,2.3062769471661176e-7,0.9999999801507488,10,224,5.073809283765459e-6,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusFe_down,root,FC,1.2029005830932215e-6,0.9999997071673141,20,1159,1.7642541885367248e-5,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusMg_up,root,FC,2.0416202485145827e-5,0.9999976267468117,8,210,2.245782273366041e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusK_down,root,FC,8.873254350643398e-5,0.999987201295752,8,292,7.808463828566191e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusMn_up,root,FC,1.2907300533765952e-4,0.999986893728541,6,144,9.465353724761698e-4,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.skyblue,NA,minusK_up,root,FC,0.0032950639177556753,0.999170667848701,8,473,0.020711830340178528,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.turquoise,NA,minusMg_down,shoot,FC,1.7191557795740262e-15,1,634,3393,1e-10,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.turquoise,NA,heat_down,shoot,FC,9.252735816439839e-11,1,302,1368,2.0356018796167647e-9,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.turquoise,NA,cold_down,root,FC,4.266613199848735e-6,0.9999970744225019,289,2070,6.257699359778144e-5,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In03orless.consolidated.FDR0.001.GOseq.csv,root.voom5.module.signedhybrid.turquoise,NA,heat_down,root,FC,1.2178455913787855e-4,0.9999060310371033,314,1824,0.001339630150516664,In03orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusMg_up,shoot,FC,1.5059895373422545e-66,1,380,5648,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,plusMg_up,shoot,FC,8.40743872212268e-64,1,238,2393,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusPi_up,shoot,FC,3.331939608062679e-45,1,211,2437,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusK_up,root,FC,1.226424790337842e-24,1,95,978,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,heat_down,root,FC,4.8696029713202e-21,1,175,2790,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,plusMg_down,root,FC,2.4411442266323063e-16,1,54,578,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,cold_up,root,FC,2.09672968388873e-14,1,90,1301,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusPi_up,root,FC,2.1379683716209683e-8,1,107,2276,1.2026072090367948e-7,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,heat_down,shoot,FC,3.299362220031263e-7,1,107,2164,1.6496811100156315e-6,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusFe_up,root,FC,2.1502229677499547e-6,0.9999990556923619,68,1362,9.676003354874796e-6,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusMn_up,root,FC,1.1149226936738376e-5,0.9999961921571103,26,342,4.561047383211154e-5,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,cold_up,shoot,FC,3.806486191959286e-5,0.9999764690558337,101,2364,1.4274323219847323e-4,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,plusAl_up,shoot,FC,9.458401140303839e-5,0.9999759314085517,14,145,3.2740619331820983e-4,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,minusCa_up,root,FC,8.941765896476848e-4,0.9998006951238376,9,85,0.002874139038153273,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.bisque4,NA,plusN_up,root,FC,0.004629234638206631,0.9998882283515124,2,6,0.013887703914619893,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown,NA,minusPi_down,shoot,FC,1.4241340801403446e-184,1,310,1816,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown,NA,minusMg_up,shoot,FC,3.4175427725714486e-173,1,482,5648,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown,NA,cold_up,shoot,FC,1.3057821106910016e-12,1,106,2364,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown,NA,heat_up,shoot,FC,1.6820789337447054e-5,0.9999921622343974,46,1035,1.8923388004627936e-4,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown,NA,heat_down,root,FC,1.7402172070732033e-4,0.9998916928217054,85,2790,0.001566195486365883,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.brown4,NA,heat_down,shoot,FC,7.792926650526426e-5,0.9999735857988531,22,2164,0.0035068169927368917,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral1,NA,minusMg_up,shoot,FC,3.667890593995049e-58,1,242,5648,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral1,NA,minusPi_down,shoot,FC,1.6463910749756166e-48,1,120,1816,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral1,NA,cold_up,shoot,FC,1.026786045720567e-45,1,141,2364,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral1,NA,heat_up,shoot,FC,2.8723119375585163e-18,1,55,1035,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral2,NA,minusMg_up,shoot,FC,6.6123226569648264e-21,1,203,5648,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral2,NA,cold_down,root,FC,1.509466484882518e-6,0.9999994546230623,91,3037,3.3962995909856655e-5,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral2,NA,cold_up,shoot,FC,1.110790197052643e-4,0.9999361217111945,67,2364,0.0016661852955789644,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.coral2,NA,plusMg_down,root,FC,2.3825533193748153e-4,0.9999008407367556,26,578,0.0026803724842966673,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,minusMg_down,shoot,FC,7.063538359892247e-114,1,580,4784,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,plusMg_down,shoot,FC,1.6039676904853262e-30,1,175,1516,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,cold_down,shoot,FC,2.8072239655505136e-30,1,246,2624,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,heat_down,shoot,FC,5.014715010436825e-16,1,195,2164,1e-10,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,cold_down,root,FC,5.520448786679028e-9,1,181,3037,4.968403908011125e-8,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,minusPi_up,shoot,FC,2.360648753842554e-6,0.999998632635819,162,2437,1.7704865653819153e-5,In05orless
WGCNA.voom5.signedhybrid.all.moduleColors.customcatv5.In05orless.consolidated.FDR0.001.GOseq.csv,leaf.voom5.module.signedhybrid.cyan,NA,minusMn_down,root,FC,4.2191119437930876e-5,0.9999784470454899,52,847,2.7122862495812706e-4,In05orless
